variant_id,run_id,policy,kwargs,complexity,note,total_calls,w_avg_p50_resp_min,w_avg_p90_resp_min,w_avg_avg_resp_min,units,kpi_shifts
ff_als_coverage_coverage_fairness_zone,ff_als_coverage_coverage_fairness_zone_20251130T230207Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_fairness_weight': True, 'use_zone_weights': True}",6,bottom_up,63185.0,4.974680323721138,11.079853034046335,6.098677956146695,30.0,2713.0
ff_als_coverage_coverage_guardrail,ff_als_coverage_coverage_guardrail_20251130T213641Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True}",5,bottom_up,63185.0,5.761864392708822,11.998220489864371,6.747557641264994,30.0,2713.0
ff_als_coverage_coverage_guardrail_fairness,ff_als_coverage_coverage_guardrail_fairness_20251130T225648Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True}",6,bottom_up,63185.0,5.761864392708822,11.998220489864371,6.747557641264994,30.0,2713.0
ff_als_coverage_coverage_guardrail_fairness,ff_als_coverage_coverage_guardrail_fairness_20251130T225648Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness_weight': True}",6,bottom_up,63185.0,5.761864392708822,11.998220489864371,6.747557641264994,30.0,2713.0
ff_als_coverage_coverage_guardrail_fairness_fairness,ff_als_coverage_coverage_guardrail_fairness_fairness_20251201T000344Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True}",7,bottom_up,63185.0,5.770539922449116,11.924675250052678,6.724194400584656,30.0,2713.0
ff_als_coverage_coverage_guardrail_fairness_fairness_zone,ff_als_coverage_coverage_guardrail_fairness_fairness_zone_20251201T004111Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",8,bottom_up,63185.0,5.755896034811833,11.934920643991434,6.715081242202996,30.0,2713.0
ff_als_coverage_coverage_guardrail_fairness_zone,ff_als_coverage_coverage_guardrail_fairness_zone_20251201T000513Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True, 'use_zone_weights': True}",7,bottom_up,63185.0,5.768563766948877,12.026002153989245,6.746798403099635,30.0,2713.0
ff_als_coverage_coverage_guardrail_fairness_zone,ff_als_coverage_coverage_guardrail_fairness_zone_20251201T000513Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness_weight': True, 'use_zone_weights': True}",7,bottom_up,63185.0,5.768563766948877,12.026002153989245,6.746798403099635,30.0,2713.0
ff_als_coverage_coverage_guardrail_urban,ff_als_coverage_coverage_guardrail_urban_20251130T225518Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True}",6,bottom_up,63185.0,5.737516813528433,11.978555852452518,6.710179950390059,30.0,2713.0
ff_als_coverage_coverage_guardrail_urban_fairness,ff_als_coverage_coverage_guardrail_urban_fairness_20251201T000213Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True}",7,bottom_up,63185.0,5.737516813528433,11.978555852452518,6.710179950390059,30.0,2713.0
ff_als_coverage_coverage_guardrail_urban_fairness,ff_als_coverage_coverage_guardrail_urban_fairness_20251201T000213Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True}",7,bottom_up,63185.0,5.737516813528433,11.978555852452518,6.710179950390059,30.0,2713.0
ff_als_coverage_coverage_guardrail_urban_fairness_fairness,ff_als_coverage_coverage_guardrail_urban_fairness_fairness_20251201T003855Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}",8,bottom_up,63185.0,5.752102323984926,12.015377607144778,6.712019513292567,30.0,2713.0
ff_als_coverage_coverage_guardrail_urban_fairness_fairness_zone,ff_als_coverage_coverage_guardrail_urban_fairness_fairness_zone_20251201T005012Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",9,bottom_up,63185.0,5.753160035625036,11.980817211090995,6.717807311764249,30.0,2713.0
ff_als_coverage_coverage_guardrail_urban_fairness_zone,ff_als_coverage_coverage_guardrail_urban_fairness_zone_20251201T004025Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}",8,bottom_up,63185.0,5.74198166239339,12.02093006650068,6.720418814992402,30.0,2713.0
ff_als_coverage_coverage_guardrail_urban_fairness_zone,ff_als_coverage_coverage_guardrail_urban_fairness_zone_20251201T004025Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}",8,bottom_up,63185.0,5.74198166239339,12.02093006650068,6.720418814992402,30.0,2713.0
ff_als_coverage_coverage_guardrail_urban_zone,ff_als_coverage_coverage_guardrail_urban_zone_20251201T000258Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_zone_weights': True}",7,bottom_up,63185.0,5.74198166239339,12.02093006650068,6.720418814992402,30.0,2713.0
ff_als_coverage_coverage_guardrail_zone,ff_als_coverage_coverage_guardrail_zone_20251130T225733Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_zone_weights': True}",6,bottom_up,63185.0,5.768563766948877,12.026002153989245,6.746798403099635,30.0,2713.0
ff_als_coverage_coverage_urban,ff_als_coverage_coverage_urban_20251130T213738Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True}",5,bottom_up,63185.0,5.089587826738882,11.154084906993464,6.17811283212873,30.0,2713.0
ff_als_coverage_coverage_urban_fairness,ff_als_coverage_coverage_urban_fairness_20251130T225904Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True}",6,bottom_up,63185.0,5.089587826738882,11.154084906993464,6.17811283212873,30.0,2713.0
ff_als_coverage_coverage_urban_fairness,ff_als_coverage_coverage_urban_fairness_20251130T225904Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness_weight': True}",6,bottom_up,63185.0,5.089587826738882,11.154084906993464,6.17811283212873,30.0,2713.0
ff_als_coverage_coverage_urban_fairness_fairness,ff_als_coverage_coverage_urban_fairness_fairness_20251201T000600Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}",7,bottom_up,63185.0,5.1011789485658,11.393041972650163,6.243014905050389,30.0,2713.0
ff_als_coverage_coverage_urban_fairness_fairness_zone,ff_als_coverage_coverage_urban_fairness_fairness_zone_20251201T004157Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",8,bottom_up,63185.0,5.113757498889299,11.450312330674068,6.258519743216196,30.0,2713.0
ff_als_coverage_coverage_urban_fairness_zone,ff_als_coverage_coverage_urban_fairness_zone_20251201T000730Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}",7,bottom_up,63185.0,5.095705201668993,11.218180481657742,6.18716198821255,30.0,2713.0
ff_als_coverage_coverage_urban_fairness_zone,ff_als_coverage_coverage_urban_fairness_zone_20251201T000730Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}",7,bottom_up,63185.0,5.095705201668993,11.218180481657742,6.18716198821255,30.0,2713.0
ff_als_coverage_coverage_urban_zone,ff_als_coverage_coverage_urban_zone_20251130T225949Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_zone_weights': True}",6,bottom_up,63185.0,5.095705201668993,11.218180481657742,6.18716198821255,30.0,2713.0
ff_als_coverage_coverage_zone,ff_als_coverage_coverage_zone_20251130T214028Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_zone_weights': True}",5,bottom_up,63185.0,4.974680323721138,11.079853034046335,6.098677956146695,30.0,2713.0
ff_als_coverage_fairness,ff_als_coverage_fairness_20251130T162538Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_fairness': True}",4,bottom_up,63185.0,4.9922917825472926,10.820523449759907,6.022388841290962,30.0,2713.0
ff_als_coverage_fairness,ff_als_coverage_fairness_20251130T162538Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_fairness_weight': True}",4,bottom_up,63185.0,4.9922917825472926,10.820523449759907,6.022388841290962,30.0,2713.0
ff_als_coverage_fairness,ff_als_coverage_fairness_20251130T162538Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_fairness': True}",4,bottom_up,63185.0,4.9922917825472926,10.820523449759907,6.022388841290962,30.0,2713.0
ff_als_coverage_fairness,ff_als_coverage_fairness_20251130T162538Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_fairness_weight': True}",4,bottom_up,63185.0,4.9922917825472926,10.820523449759907,6.022388841290962,30.0,2713.0
ff_als_coverage_fairness_fairness,ff_als_coverage_fairness_fairness_20251130T214959Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_fairness': True, 'use_fairness_weight': True}",5,bottom_up,63185.0,4.994475592665335,11.114443983090592,6.105571185516511,30.0,2713.0
ff_als_coverage_fairness_fairness,ff_als_coverage_fairness_fairness_20251130T214959Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_fairness': True, 'use_fairness_weight': True}",5,bottom_up,63185.0,4.994475592665335,11.114443983090592,6.105571185516511,30.0,2713.0
ff_als_coverage_fairness_fairness_zone,ff_als_coverage_fairness_fairness_zone_20251130T231249Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",6,bottom_up,63185.0,4.994381703085759,11.112425543685,6.102003880022814,30.0,2713.0
ff_als_coverage_fairness_fairness_zone,ff_als_coverage_fairness_fairness_zone_20251130T231249Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",6,bottom_up,63185.0,4.994381703085759,11.112425543685,6.102003880022814,30.0,2713.0
ff_als_coverage_fairness_zone,ff_als_coverage_fairness_zone_20251130T215103Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_fairness': True, 'use_zone_weights': True}",5,bottom_up,63185.0,5.006426446148599,10.82047975802416,6.029732267111804,30.0,2713.0
ff_als_coverage_fairness_zone,ff_als_coverage_fairness_zone_20251130T215103Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_fairness_weight': True, 'use_zone_weights': True}",5,bottom_up,63185.0,5.006426446148599,10.82047975802416,6.029732267111804,30.0,2713.0
ff_als_coverage_fairness_zone,ff_als_coverage_fairness_zone_20251130T215103Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_fairness': True, 'use_zone_weights': True}",5,bottom_up,63185.0,5.006426446148599,10.82047975802416,6.029732267111804,30.0,2713.0
ff_als_coverage_fairness_zone,ff_als_coverage_fairness_zone_20251130T215103Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_fairness_weight': True, 'use_zone_weights': True}",5,bottom_up,63185.0,5.006426446148599,10.82047975802416,6.029732267111804,30.0,2713.0
ff_als_coverage_guardrail,ff_als_coverage_guardrail_20251130T162403Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True}",4,bottom_up,63185.0,4.902969732608902,10.777994473924236,5.97595836401916,30.0,2713.0
ff_als_coverage_guardrail,ff_als_coverage_guardrail_20251130T162403Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True}",4,bottom_up,63185.0,4.902969732608902,10.777994473924236,5.97595836401916,30.0,2713.0
ff_als_coverage_guardrail_fairness,ff_als_coverage_guardrail_fairness_20251130T214720Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True}",5,bottom_up,63185.0,4.902969732608902,10.777994473924236,5.97595836401916,30.0,2713.0
ff_als_coverage_guardrail_fairness,ff_als_coverage_guardrail_fairness_20251130T214720Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness_weight': True}",5,bottom_up,63185.0,4.902969732608902,10.777994473924236,5.97595836401916,30.0,2713.0
ff_als_coverage_guardrail_fairness,ff_als_coverage_guardrail_fairness_20251130T214720Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True}",5,bottom_up,63185.0,4.902969732608902,10.777994473924236,5.97595836401916,30.0,2713.0
ff_als_coverage_guardrail_fairness,ff_als_coverage_guardrail_fairness_20251130T214720Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness_weight': True}",5,bottom_up,63185.0,4.902969732608902,10.777994473924236,5.97595836401916,30.0,2713.0
ff_als_coverage_guardrail_fairness_fairness,ff_als_coverage_guardrail_fairness_fairness_20251130T230936Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True}",6,bottom_up,63185.0,4.910694359661883,11.065864837158138,6.060353585641202,30.0,2713.0
ff_als_coverage_guardrail_fairness_fairness,ff_als_coverage_guardrail_fairness_fairness_20251130T230936Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True}",6,bottom_up,63185.0,4.910694359661883,11.065864837158138,6.060353585641202,30.0,2713.0
ff_als_coverage_guardrail_fairness_fairness_zone,ff_als_coverage_guardrail_fairness_fairness_zone_20251201T001310Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",7,bottom_up,63185.0,4.91656017024468,11.091045102545069,6.061865495589769,30.0,2713.0
ff_als_coverage_guardrail_fairness_fairness_zone,ff_als_coverage_guardrail_fairness_fairness_zone_20251201T001310Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",7,bottom_up,63185.0,4.91656017024468,11.091045102545069,6.061865495589769,30.0,2713.0
ff_als_coverage_guardrail_fairness_zone,ff_als_coverage_guardrail_fairness_zone_20251130T231040Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True, 'use_zone_weights': True}",6,bottom_up,63185.0,4.910923236828834,10.711174278522916,5.9729385707756855,30.0,2713.0
ff_als_coverage_guardrail_fairness_zone,ff_als_coverage_guardrail_fairness_zone_20251130T231040Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness_weight': True, 'use_zone_weights': True}",6,bottom_up,63185.0,4.910923236828834,10.711174278522916,5.9729385707756855,30.0,2713.0
ff_als_coverage_guardrail_fairness_zone,ff_als_coverage_guardrail_fairness_zone_20251130T231040Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True, 'use_zone_weights': True}",6,bottom_up,63185.0,4.910923236828834,10.711174278522916,5.9729385707756855,30.0,2713.0
ff_als_coverage_guardrail_fairness_zone,ff_als_coverage_guardrail_fairness_zone_20251130T231040Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness_weight': True, 'use_zone_weights': True}",6,bottom_up,63185.0,4.910923236828834,10.711174278522916,5.9729385707756855,30.0,2713.0
ff_als_coverage_guardrail_urban,ff_als_coverage_guardrail_urban_20251130T214616Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True}",5,bottom_up,63185.0,4.923836392737215,10.763760004087723,5.984343317351934,30.0,2713.0
ff_als_coverage_guardrail_urban,ff_als_coverage_guardrail_urban_20251130T214616Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True}",5,bottom_up,63185.0,4.923836392737215,10.763760004087723,5.984343317351934,30.0,2713.0
ff_als_coverage_guardrail_urban_fairness,ff_als_coverage_guardrail_urban_fairness_20251130T230831Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True}",6,bottom_up,63185.0,4.923836392737215,10.763760004087723,5.984343317351934,30.0,2713.0
ff_als_coverage_guardrail_urban_fairness,ff_als_coverage_guardrail_urban_fairness_20251130T230831Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True}",6,bottom_up,63185.0,4.923836392737215,10.763760004087723,5.984343317351934,30.0,2713.0
ff_als_coverage_guardrail_urban_fairness,ff_als_coverage_guardrail_urban_fairness_20251130T230831Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True}",6,bottom_up,63185.0,4.923836392737215,10.763760004087723,5.984343317351934,30.0,2713.0
ff_als_coverage_guardrail_urban_fairness,ff_als_coverage_guardrail_urban_fairness_20251130T230831Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True}",6,bottom_up,63185.0,4.923836392737215,10.763760004087723,5.984343317351934,30.0,2713.0
ff_als_coverage_guardrail_urban_fairness_fairness,ff_als_coverage_guardrail_urban_fairness_fairness_20251201T001128Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}",7,bottom_up,63185.0,4.913104837691294,11.060521491173152,6.057267922633968,30.0,2713.0
ff_als_coverage_guardrail_urban_fairness_fairness,ff_als_coverage_guardrail_urban_fairness_fairness_20251201T001128Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}",7,bottom_up,63185.0,4.913104837691294,11.060521491173152,6.057267922633968,30.0,2713.0
ff_als_coverage_guardrail_urban_fairness_fairness_zone,ff_als_coverage_guardrail_urban_fairness_fairness_zone_20251201T004301Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",8,bottom_up,63185.0,4.917918191343528,11.049735607487648,6.057507809132355,30.0,2713.0
ff_als_coverage_guardrail_urban_fairness_fairness_zone,ff_als_coverage_guardrail_urban_fairness_fairness_zone_20251201T004301Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",8,bottom_up,63185.0,4.917918191343528,11.049735607487648,6.057507809132355,30.0,2713.0
ff_als_coverage_guardrail_urban_fairness_zone,ff_als_coverage_guardrail_urban_fairness_zone_20251201T001234Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}",7,bottom_up,63185.0,4.920461771990518,10.763471206580416,5.98095991300347,30.0,2713.0
ff_als_coverage_guardrail_urban_fairness_zone,ff_als_coverage_guardrail_urban_fairness_zone_20251201T001234Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}",7,bottom_up,63185.0,4.920461771990518,10.763471206580416,5.98095991300347,30.0,2713.0
ff_als_coverage_guardrail_urban_fairness_zone,ff_als_coverage_guardrail_urban_fairness_zone_20251201T001234Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}",7,bottom_up,63185.0,4.920461771990518,10.763471206580416,5.98095991300347,30.0,2713.0
ff_als_coverage_guardrail_urban_fairness_zone,ff_als_coverage_guardrail_urban_fairness_zone_20251201T001234Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}",7,bottom_up,63185.0,4.920461771990518,10.763471206580416,5.98095991300347,30.0,2713.0
ff_als_coverage_guardrail_urban_zone,ff_als_coverage_guardrail_urban_zone_20251130T230903Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_zone_weights': True}",6,bottom_up,63185.0,4.920461771990518,10.763471206580416,5.98095991300347,30.0,2713.0
ff_als_coverage_guardrail_urban_zone,ff_als_coverage_guardrail_urban_zone_20251130T230903Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_zone_weights': True}",6,bottom_up,63185.0,4.920461771990518,10.763471206580416,5.98095991300347,30.0,2713.0
ff_als_coverage_guardrail_zone,ff_als_coverage_guardrail_zone_20251130T214751Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_zone_weights': True}",5,bottom_up,63185.0,4.910923236828834,10.711174278522916,5.9729385707756855,30.0,2713.0
ff_als_coverage_guardrail_zone,ff_als_coverage_guardrail_zone_20251130T214751Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_zone_weights': True}",5,bottom_up,63185.0,4.910923236828834,10.711174278522916,5.9729385707756855,30.0,2713.0
ff_als_coverage_urban,ff_als_coverage_urban_20251130T162434Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True}",4,bottom_up,63185.0,5.0772834053592515,10.82602807547416,6.064952669660329,30.0,2713.0
ff_als_coverage_urban,ff_als_coverage_urban_20251130T162434Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True}",4,bottom_up,63185.0,5.0772834053592515,10.82602807547416,6.064952669660329,30.0,2713.0
ff_als_coverage_urban_fairness,ff_als_coverage_urban_fairness_20251130T214855Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True}",5,bottom_up,63185.0,5.0772834053592515,10.82602807547416,6.064952669660329,30.0,2713.0
ff_als_coverage_urban_fairness,ff_als_coverage_urban_fairness_20251130T214855Z,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness_weight': True}",5,bottom_up,63185.0,5.0772834053592515,10.82602807547416,6.064952669660329,30.0,2713.0
ff_als_coverage_urban_fairness,ff_als_coverage_urban_fairness_20251130T214855Z,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_urban_boost': True, 'use_fairness': True}",5,bottom_up,63185.0,5.0772834053592515,10.82602807547416,6.064952669660329,30.0,2713.0
