variant_id,family,slug,policy,kwargs,variant_key,complexity,note,command
ff_alsguard_covu,bottom_up,alsguard_covu,feature_flag,"{""use_als_guard"":true,""use_coverage_unit"":true}","feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_als_guard"":true,""use_coverage_unit"":true}"""
ff_alsguard_covc,bottom_up,alsguard_covc,feature_flag,"{""use_als_guard"":true,""use_coverage_call"":true}","feature_flag::{""use_als_guard"":true,""use_coverage_call"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_als_guard"":true,""use_coverage_call"":true}"""
ff_alsguard_guard,bottom_up,alsguard_guard,feature_flag,"{""use_als_guard"":true,""use_guardrail"":true}","feature_flag::{""use_als_guard"":true,""use_guardrail"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_als_guard"":true,""use_guardrail"":true}"""
ff_alsguard_urban,bottom_up,alsguard_urban,feature_flag,"{""use_als_guard"":true,""use_urban_boost"":true}","feature_flag::{""use_als_guard"":true,""use_urban_boost"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_als_guard"":true,""use_urban_boost"":true}"""
ff_alsguard_fair,bottom_up,alsguard_fair,feature_flag,"{""use_als_guard"":true,""use_fairness"":true}","feature_flag::{""use_als_guard"":true,""use_fairness"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_als_guard"":true,""use_fairness"":true}"""
ff_alsguard_fairw,bottom_up,alsguard_fairw,feature_flag,"{""use_als_guard"":true,""use_fairness_weight"":true}","feature_flag::{""use_als_guard"":true,""use_fairness_weight"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_als_guard"":true,""use_fairness_weight"":true}"""
ff_alsguard_zone,bottom_up,alsguard_zone,feature_flag,"{""use_als_guard"":true,""use_zone_weights"":true}","feature_flag::{""use_als_guard"":true,""use_zone_weights"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_als_guard"":true,""use_zone_weights"":true}"""
ff_covc_covu,bottom_up,covc_covu,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true}","feature_flag::{""use_coverage_call"":true,""use_coverage_unit"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_coverage_call"":true,""use_coverage_unit"":true}"""
ff_covu_guard,bottom_up,covu_guard,feature_flag,"{""use_coverage_unit"":true,""use_guardrail"":true}","feature_flag::{""use_coverage_unit"":true,""use_guardrail"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_coverage_unit"":true,""use_guardrail"":true}"""
ff_covu_urban,bottom_up,covu_urban,feature_flag,"{""use_coverage_unit"":true,""use_urban_boost"":true}","feature_flag::{""use_coverage_unit"":true,""use_urban_boost"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_coverage_unit"":true,""use_urban_boost"":true}"""
ff_covu_fair,bottom_up,covu_fair,feature_flag,"{""use_coverage_unit"":true,""use_fairness"":true}","feature_flag::{""use_coverage_unit"":true,""use_fairness"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_coverage_unit"":true,""use_fairness"":true}"""
ff_covu_fairw,bottom_up,covu_fairw,feature_flag,"{""use_coverage_unit"":true,""use_fairness_weight"":true}","feature_flag::{""use_coverage_unit"":true,""use_fairness_weight"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_coverage_unit"":true,""use_fairness_weight"":true}"""
ff_covu_zone,bottom_up,covu_zone,feature_flag,"{""use_coverage_unit"":true,""use_zone_weights"":true}","feature_flag::{""use_coverage_unit"":true,""use_zone_weights"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_coverage_unit"":true,""use_zone_weights"":true}"""
ff_covc_guard,bottom_up,covc_guard,feature_flag,"{""use_coverage_call"":true,""use_guardrail"":true}","feature_flag::{""use_coverage_call"":true,""use_guardrail"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_coverage_call"":true,""use_guardrail"":true}"""
ff_covc_urban,bottom_up,covc_urban,feature_flag,"{""use_coverage_call"":true,""use_urban_boost"":true}","feature_flag::{""use_coverage_call"":true,""use_urban_boost"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_coverage_call"":true,""use_urban_boost"":true}"""
ff_covc_fair,bottom_up,covc_fair,feature_flag,"{""use_coverage_call"":true,""use_fairness"":true}","feature_flag::{""use_coverage_call"":true,""use_fairness"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_coverage_call"":true,""use_fairness"":true}"""
ff_covc_fairw,bottom_up,covc_fairw,feature_flag,"{""use_coverage_call"":true,""use_fairness_weight"":true}","feature_flag::{""use_coverage_call"":true,""use_fairness_weight"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_coverage_call"":true,""use_fairness_weight"":true}"""
ff_covc_zone,bottom_up,covc_zone,feature_flag,"{""use_coverage_call"":true,""use_zone_weights"":true}","feature_flag::{""use_coverage_call"":true,""use_zone_weights"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_coverage_call"":true,""use_zone_weights"":true}"""
ff_guard_urban,bottom_up,guard_urban,feature_flag,"{""use_guardrail"":true,""use_urban_boost"":true}","feature_flag::{""use_guardrail"":true,""use_urban_boost"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_guardrail"":true,""use_urban_boost"":true}"""
ff_fair_guard,bottom_up,fair_guard,feature_flag,"{""use_fairness"":true,""use_guardrail"":true}","feature_flag::{""use_fairness"":true,""use_guardrail"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_fairness"":true,""use_guardrail"":true}"""
ff_fairw_guard,bottom_up,fairw_guard,feature_flag,"{""use_fairness_weight"":true,""use_guardrail"":true}","feature_flag::{""use_fairness_weight"":true,""use_guardrail"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_fairness_weight"":true,""use_guardrail"":true}"""
ff_guard_zone,bottom_up,guard_zone,feature_flag,"{""use_guardrail"":true,""use_zone_weights"":true}","feature_flag::{""use_guardrail"":true,""use_zone_weights"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_guardrail"":true,""use_zone_weights"":true}"""
ff_fair_urban,bottom_up,fair_urban,feature_flag,"{""use_fairness"":true,""use_urban_boost"":true}","feature_flag::{""use_fairness"":true,""use_urban_boost"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_fairness"":true,""use_urban_boost"":true}"""
ff_fairw_urban,bottom_up,fairw_urban,feature_flag,"{""use_fairness_weight"":true,""use_urban_boost"":true}","feature_flag::{""use_fairness_weight"":true,""use_urban_boost"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_fairness_weight"":true,""use_urban_boost"":true}"""
ff_urban_zone,bottom_up,urban_zone,feature_flag,"{""use_urban_boost"":true,""use_zone_weights"":true}","feature_flag::{""use_urban_boost"":true,""use_zone_weights"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_urban_boost"":true,""use_zone_weights"":true}"""
ff_fair_fairw,bottom_up,fair_fairw,feature_flag,"{""use_fairness"":true,""use_fairness_weight"":true}","feature_flag::{""use_fairness"":true,""use_fairness_weight"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_fairness"":true,""use_fairness_weight"":true}"""
ff_fair_zone,bottom_up,fair_zone,feature_flag,"{""use_fairness"":true,""use_zone_weights"":true}","feature_flag::{""use_fairness"":true,""use_zone_weights"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_fairness"":true,""use_zone_weights"":true}"""
ff_fairw_zone,bottom_up,fairw_zone,feature_flag,"{""use_fairness_weight"":true,""use_zone_weights"":true}","feature_flag::{""use_fairness_weight"":true,""use_zone_weights"":true}",3,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_fairness_weight"":true,""use_zone_weights"":true}"""
ff_alsguard_covu_sev,bottom_up,alsguard_covu_sev,feature_flag,"{""use_als_guard"":true,""use_coverage_unit"":true,""use_severity"":true}","feature_flag::{""use_als_guard"":true,""use_coverage_unit"":true,""use_severity"":true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_als_guard"":true,""use_coverage_unit"":true,""use_severity"":true}"""
ff_alsguard_covc_sev,bottom_up,alsguard_covc_sev,feature_flag,"{""use_als_guard"":true,""use_coverage_call"":true,""use_severity"":true}","feature_flag::{""use_als_guard"":true,""use_coverage_call"":true,""use_severity"":true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_als_guard"":true,""use_coverage_call"":true,""use_severity"":true}"""
ff_alsguard_guard_sev,bottom_up,alsguard_guard_sev,feature_flag,"{""use_als_guard"":true,""use_guardrail"":true,""use_severity"":true}","feature_flag::{""use_als_guard"":true,""use_guardrail"":true,""use_severity"":true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_als_guard"":true,""use_guardrail"":true,""use_severity"":true}"""
ff_alsguard_sev_urban,bottom_up,alsguard_sev_urban,feature_flag,"{""use_als_guard"":true,""use_severity"":true,""use_urban_boost"":true}","feature_flag::{""use_als_guard"":true,""use_severity"":true,""use_urban_boost"":true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_als_guard"":true,""use_severity"":true,""use_urban_boost"":true}"""
ff_alsguard_fair_sev,bottom_up,alsguard_fair_sev,feature_flag,"{""use_als_guard"":true,""use_fairness"":true,""use_severity"":true}","feature_flag::{""use_als_guard"":true,""use_fairness"":true,""use_severity"":true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_als_guard"":true,""use_fairness"":true,""use_severity"":true}"""
ff_alsguard_fairw_sev,bottom_up,alsguard_fairw_sev,feature_flag,"{""use_als_guard"":true,""use_fairness_weight"":true,""use_severity"":true}","feature_flag::{""use_als_guard"":true,""use_fairness_weight"":true,""use_severity"":true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_als_guard"":true,""use_fairness_weight"":true,""use_severity"":true}"""
ff_alsguard_sev_zone,bottom_up,alsguard_sev_zone,feature_flag,"{""use_als_guard"":true,""use_severity"":true,""use_zone_weights"":true}","feature_flag::{""use_als_guard"":true,""use_severity"":true,""use_zone_weights"":true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_als_guard"":true,""use_severity"":true,""use_zone_weights"":true}"""
ff_covc_covu_sev,bottom_up,covc_covu_sev,feature_flag,"{""use_coverage_call"":true,""use_coverage_unit"":true,""use_severity"":true}","feature_flag::{""use_coverage_call"":true,""use_coverage_unit"":true,""use_severity"":true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_coverage_call"":true,""use_coverage_unit"":true,""use_severity"":true}"""
ff_covu_guard_sev,bottom_up,covu_guard_sev,feature_flag,"{""use_coverage_unit"":true,""use_guardrail"":true,""use_severity"":true}","feature_flag::{""use_coverage_unit"":true,""use_guardrail"":true,""use_severity"":true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_coverage_unit"":true,""use_guardrail"":true,""use_severity"":true}"""
ff_covu_sev_urban,bottom_up,covu_sev_urban,feature_flag,"{""use_coverage_unit"":true,""use_severity"":true,""use_urban_boost"":true}","feature_flag::{""use_coverage_unit"":true,""use_severity"":true,""use_urban_boost"":true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_coverage_unit"":true,""use_severity"":true,""use_urban_boost"":true}"""
ff_covu_fair_sev,bottom_up,covu_fair_sev,feature_flag,"{""use_coverage_unit"":true,""use_fairness"":true,""use_severity"":true}","feature_flag::{""use_coverage_unit"":true,""use_fairness"":true,""use_severity"":true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_coverage_unit"":true,""use_fairness"":true,""use_severity"":true}"""
ff_covu_fairw_sev,bottom_up,covu_fairw_sev,feature_flag,"{""use_coverage_unit"":true,""use_fairness_weight"":true,""use_severity"":true}","feature_flag::{""use_coverage_unit"":true,""use_fairness_weight"":true,""use_severity"":true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_coverage_unit"":true,""use_fairness_weight"":true,""use_severity"":true}"""
ff_covu_sev_zone,bottom_up,covu_sev_zone,feature_flag,"{""use_coverage_unit"":true,""use_severity"":true,""use_zone_weights"":true}","feature_flag::{""use_coverage_unit"":true,""use_severity"":true,""use_zone_weights"":true}",4,bottom_up,"--policy feature_flag --policy-kwargs ""{""use_coverage_unit"":true,""use_severity"":true,""use_zone_weights"":true}"""
