variant_id,policy,kwargs,note,run_id,w_avg_p50_resp_min_normalized,w_avg_p90_resp_min_normalized,w_avg_avg_resp_min_normalized,kpi_shifts_normalized,units_normalized,total_calls_normalized,complexity_normalized,is_pareto,n_dominated_by,n_dominates
ff_als_coverage_coverage_guardrail_urban_fairness_fairness,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}",bottom_up,ff_als_coverage_coverage_guardrail_urban_fairness_fairness_20251201T003855Z,0.5043644962708849,0.256471896454735,0.345435749915977,0.0,0.0,0.0,0.7777777777777778,False,1,0
ff_als_coverage_coverage_guardrail_urban_fairness_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_coverage_guardrail_urban_fairness_fairness_zone_20251201T005012Z,0.5049900899498456,0.2501633478468978,0.3479633335148049,0.0,0.0,0.0,0.8888888888888888,False,1,0
ff_als_coverage_coverage_guardrail_urban_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_coverage_guardrail_urban_fairness_zone_20251201T004025Z,0.4983785340497366,0.2574854253415348,0.3491038004401933,0.0,0.0,0.0,0.7777777777777778,False,1,0
ff_als_coverage_coverage_guardrail_urban_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_coverage_guardrail_urban_fairness_zone_20251201T004025Z,0.4983785340497366,0.2574854253415348,0.3491038004401933,0.0,0.0,0.0,0.7777777777777778,False,1,0
ff_als_coverage_coverage_guardrail_urban_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_coverage_guardrail_urban_zone_20251201T000258Z,0.4983785340497366,0.2574854253415348,0.3491038004401933,0.0,0.0,0.0,0.6666666666666666,False,1,0
ff_als_coverage_coverage_guardrail_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_coverage_guardrail_zone_20251130T225733Z,0.5141007743586936,0.2584112686222373,0.3606240036003264,0.0,0.0,0.0,0.5555555555555556,False,1,0
ff_als_coverage_coverage_urban,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True}",bottom_up,ff_als_coverage_coverage_urban_20251130T213738Z,0.1125139521528534,0.0992541708238034,0.1122739048349526,0.0,0.0,0.0,0.4444444444444444,False,1,0
ff_als_coverage_coverage_urban_fairness,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True}",bottom_up,ff_als_coverage_coverage_urban_fairness_20251130T225904Z,0.1125139521528534,0.0992541708238034,0.1122739048349526,0.0,0.0,0.0,0.5555555555555556,False,1,0
ff_als_coverage_coverage_urban_fairness,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness_weight': True}",bottom_up,ff_als_coverage_coverage_urban_fairness_20251130T225904Z,0.1125139521528534,0.0992541708238034,0.1122739048349526,0.0,0.0,0.0,0.5555555555555556,False,1,0
ff_als_coverage_coverage_urban_fairness_fairness,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}",bottom_up,ff_als_coverage_coverage_urban_fairness_fairness_20251201T000600Z,0.1193696321624179,0.1428726600776742,0.1406172232572098,0.0,0.0,0.0,0.6666666666666666,False,1,0
ff_als_coverage_coverage_urban_fairness_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_coverage_urban_fairness_fairness_zone_20251201T004157Z,0.1268093362126203,0.1533266154322309,0.1473883254028915,0.0,0.0,0.0,0.7777777777777778,False,1,0
ff_als_coverage_coverage_urban_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_coverage_urban_fairness_zone_20251201T000730Z,0.1161321321397103,0.1109539802729662,0.1162257526079198,0.0,0.0,0.0,0.6666666666666666,False,1,0
ff_als_coverage_coverage_urban_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_coverage_urban_fairness_zone_20251201T000730Z,0.1161321321397103,0.1109539802729662,0.1162257526079198,0.0,0.0,0.0,0.6666666666666666,False,1,0
ff_als_coverage_coverage_urban_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_urban_boost': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_coverage_urban_zone_20251130T225949Z,0.1161321321397103,0.1109539802729662,0.1162257526079198,0.0,0.0,0.0,0.5555555555555556,False,1,0
ff_als_coverage_coverage_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_coverage_call': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_coverage_zone_20251130T214028Z,0.0445508090549821,0.0857041126008305,0.0775839807317737,0.0,0.0,0.0,0.4444444444444444,False,1,0
ff_als_coverage_fairness,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_fairness': True}",bottom_up,ff_als_coverage_fairness_20251130T162538Z,0.0549672750378812,0.0383668863324963,0.0442678387786774,0.0,0.0,0.0,0.3333333333333333,False,1,0
ff_als_coverage_fairness,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_fairness_weight': True}",bottom_up,ff_als_coverage_fairness_20251130T162538Z,0.0549672750378812,0.0383668863324963,0.0442678387786774,0.0,0.0,0.0,0.3333333333333333,False,1,0
ff_als_coverage_fairness,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_fairness': True}",bottom_up,ff_als_coverage_fairness_20251130T162538Z,0.0549672750378812,0.0383668863324963,0.0442678387786774,0.0,0.0,0.0,0.3333333333333333,False,1,0
ff_als_coverage_fairness,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_fairness_weight': True}",bottom_up,ff_als_coverage_fairness_20251130T162538Z,0.0549672750378812,0.0383668863324963,0.0442678387786774,0.0,0.0,0.0,0.3333333333333333,False,1,0
ff_als_coverage_fairness_fairness,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_fairness': True, 'use_fairness_weight': True}",bottom_up,ff_als_coverage_fairness_fairness_20251130T214959Z,0.0562589104459553,0.0920182382577622,0.0805943159366629,0.0,0.0,0.0,0.4444444444444444,False,1,0
ff_als_coverage_fairness_fairness,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_fairness': True, 'use_fairness_weight': True}",bottom_up,ff_als_coverage_fairness_fairness_20251130T214959Z,0.0562589104459553,0.0920182382577622,0.0805943159366629,0.0,0.0,0.0,0.4444444444444444,False,1,0
ff_als_coverage_fairness_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_fairness_fairness_zone_20251130T231249Z,0.0562033785549601,0.0916497985245387,0.0790364415735531,0.0,0.0,0.0,0.5555555555555556,False,1,0
ff_als_coverage_fairness_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_fairness_fairness_zone_20251130T231249Z,0.0562033785549601,0.0916497985245387,0.0790364415735531,0.0,0.0,0.0,0.5555555555555556,False,1,0
ff_als_coverage_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_fairness': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_fairness_zone_20251130T215103Z,0.0633273571887182,0.0383589109771707,0.0474747788189685,0.0,0.0,0.0,0.4444444444444444,False,1,0
ff_als_coverage_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_fairness_weight': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_fairness_zone_20251130T215103Z,0.0633273571887182,0.0383589109771707,0.0474747788189685,0.0,0.0,0.0,0.4444444444444444,False,1,0
ff_als_coverage_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_fairness': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_fairness_zone_20251130T215103Z,0.0633273571887182,0.0383589109771707,0.0474747788189685,0.0,0.0,0.0,0.4444444444444444,False,1,0
ff_als_coverage_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_fairness_weight': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_fairness_zone_20251130T215103Z,0.0633273571887182,0.0383589109771707,0.0474747788189685,0.0,0.0,0.0,0.4444444444444444,False,1,0
ff_als_coverage_guardrail,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True}",bottom_up,ff_als_coverage_guardrail_20251130T162403Z,0.0021368931887461,0.030603777631909,0.0239912321531766,0.0,0.0,0.0,0.3333333333333333,False,1,0
ff_als_coverage_guardrail,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True}",bottom_up,ff_als_coverage_guardrail_20251130T162403Z,0.0021368931887461,0.030603777631909,0.0239912321531766,0.0,0.0,0.0,0.3333333333333333,False,1,0
ff_als_coverage_guardrail_fairness,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True}",bottom_up,ff_als_coverage_guardrail_fairness_20251130T214720Z,0.0021368931887461,0.030603777631909,0.0239912321531766,0.0,0.0,0.0,0.4444444444444444,False,1,0
ff_als_coverage_guardrail_fairness,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness_weight': True}",bottom_up,ff_als_coverage_guardrail_fairness_20251130T214720Z,0.0021368931887461,0.030603777631909,0.0239912321531766,0.0,0.0,0.0,0.4444444444444444,False,1,0
ff_als_coverage_guardrail_fairness,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True}",bottom_up,ff_als_coverage_guardrail_fairness_20251130T214720Z,0.0021368931887461,0.030603777631909,0.0239912321531766,0.0,0.0,0.0,0.4444444444444444,False,1,0
ff_als_coverage_guardrail_fairness,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness_weight': True}",bottom_up,ff_als_coverage_guardrail_fairness_20251130T214720Z,0.0021368931887461,0.030603777631909,0.0239912321531766,0.0,0.0,0.0,0.4444444444444444,False,1,0
ff_als_coverage_guardrail_fairness_fairness,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True}",bottom_up,ff_als_coverage_guardrail_fairness_fairness_20251130T230936Z,0.0067056978358922,0.0831507500795253,0.0608473837685165,0.0,0.0,0.0,0.5555555555555556,False,1,0
ff_als_coverage_guardrail_fairness_fairness,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True}",bottom_up,ff_als_coverage_guardrail_fairness_fairness_20251130T230936Z,0.0067056978358922,0.0831507500795253,0.0608473837685165,0.0,0.0,0.0,0.5555555555555556,False,1,0
ff_als_coverage_guardrail_fairness_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_guardrail_fairness_fairness_zone_20251201T001310Z,0.0101750876803665,0.0877470784290179,0.0615076484283177,0.0,0.0,0.0,0.6666666666666666,False,1,0
ff_als_coverage_guardrail_fairness_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_guardrail_fairness_fairness_zone_20251201T001310Z,0.0101750876803665,0.0877470784290179,0.0615076484283177,0.0,0.0,0.0,0.6666666666666666,False,1,0
ff_als_coverage_guardrail_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_guardrail_fairness_zone_20251130T231040Z,0.0068410694281802,0.0184066242769992,0.0226724613094087,0.0,0.0,0.0,0.5555555555555556,False,1,0
ff_als_coverage_guardrail_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_fairness_weight': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_guardrail_fairness_zone_20251130T231040Z,0.0068410694281802,0.0184066242769992,0.0226724613094087,0.0,0.0,0.0,0.5555555555555556,False,1,0
ff_als_coverage_guardrail_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_guardrail_fairness_zone_20251130T231040Z,0.0068410694281802,0.0184066242769992,0.0226724613094087,0.0,0.0,0.0,0.5555555555555556,False,1,0
ff_als_coverage_guardrail_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_fairness_weight': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_guardrail_fairness_zone_20251130T231040Z,0.0068410694281802,0.0184066242769992,0.0226724613094087,0.0,0.0,0.0,0.5555555555555556,False,1,0
ff_als_coverage_guardrail_urban,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True}",bottom_up,ff_als_coverage_guardrail_urban_20251130T214616Z,0.0144786791559878,0.0280054612025866,0.0276530166165704,0.0,0.0,0.0,0.4444444444444444,False,1,0
ff_als_coverage_guardrail_urban,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True}",bottom_up,ff_als_coverage_guardrail_urban_20251130T214616Z,0.0144786791559878,0.0280054612025866,0.0276530166165704,0.0,0.0,0.0,0.4444444444444444,False,1,0
ff_als_coverage_guardrail_urban_fairness,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True}",bottom_up,ff_als_coverage_guardrail_urban_fairness_20251130T230831Z,0.0144786791559878,0.0280054612025866,0.0276530166165704,0.0,0.0,0.0,0.5555555555555556,False,1,0
ff_als_coverage_guardrail_urban_fairness,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True}",bottom_up,ff_als_coverage_guardrail_urban_fairness_20251130T230831Z,0.0144786791559878,0.0280054612025866,0.0276530166165704,0.0,0.0,0.0,0.5555555555555556,False,1,0
ff_als_coverage_guardrail_urban_fairness,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True}",bottom_up,ff_als_coverage_guardrail_urban_fairness_20251130T230831Z,0.0144786791559878,0.0280054612025866,0.0276530166165704,0.0,0.0,0.0,0.5555555555555556,False,1,0
ff_als_coverage_guardrail_urban_fairness,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True}",bottom_up,ff_als_coverage_guardrail_urban_fairness_20251130T230831Z,0.0144786791559878,0.0280054612025866,0.0276530166165704,0.0,0.0,0.0,0.5555555555555556,False,1,0
ff_als_coverage_guardrail_urban_fairness_fairness,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}",bottom_up,ff_als_coverage_guardrail_urban_fairness_fairness_20251201T001128Z,0.0081313981508824,0.0821753921055507,0.0594998470070421,0.0,0.0,0.0,0.6666666666666666,False,1,0
ff_als_coverage_guardrail_urban_fairness_fairness,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True}",bottom_up,ff_als_coverage_guardrail_urban_fairness_fairness_20251201T001128Z,0.0081313981508824,0.0821753921055507,0.0594998470070421,0.0,0.0,0.0,0.6666666666666666,False,1,0
ff_als_coverage_guardrail_urban_fairness_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_guardrail_urban_fairness_fairness_zone_20251201T004301Z,0.0109783022646802,0.0802065700063308,0.0596046075963872,0.0,0.0,0.0,0.7777777777777778,False,1,0
ff_als_coverage_guardrail_urban_fairness_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_fairness_weight': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_guardrail_urban_fairness_fairness_zone_20251201T004301Z,0.0109783022646802,0.0802065700063308,0.0596046075963872,0.0,0.0,0.0,0.7777777777777778,False,1,0
ff_als_coverage_guardrail_urban_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_guardrail_urban_fairness_zone_20251201T001234Z,0.0124827273975253,0.0279527449921057,0.026175453536027,0.0,0.0,0.0,0.6666666666666666,False,1,0
ff_als_coverage_guardrail_urban_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_guardrail_urban_fairness_zone_20251201T001234Z,0.0124827273975253,0.0279527449921057,0.026175453536027,0.0,0.0,0.0,0.6666666666666666,False,1,0
ff_als_coverage_guardrail_urban_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_guardrail_urban_fairness_zone_20251201T001234Z,0.0124827273975253,0.0279527449921057,0.026175453536027,0.0,0.0,0.0,0.6666666666666666,False,1,0
ff_als_coverage_guardrail_urban_fairness_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_unit': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_fairness_weight': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_guardrail_urban_fairness_zone_20251201T001234Z,0.0124827273975253,0.0279527449921057,0.026175453536027,0.0,0.0,0.0,0.6666666666666666,False,1,0
ff_als_coverage_guardrail_urban_zone,feature_flag,"{'use_als_guard': True, 'use_coverage_call': True, 'use_guardrail': True, 'use_urban_boost': True, 'use_zone_weights': True}",bottom_up,ff_als_coverage_guardrail_urban_zone_20251130T230903Z,0.0124827273975253,0.0279527449921057,0.026175453536027,0.0,0.0,0.0,0.5555555555555556,False,1,0
